# col1    col2          col3         col4     delta_ra                 delta_dec                col5     col6     col7     correct_dec          id        field     ra             dec           x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W   e_F606W    f_F814W   e_F814W   f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  70504   189.1209695   62.2393996   25.092   1.3080000002219094E-5    1.0941111106888002E-5    0.047    15.0     14.7     62.23931071111111    19812.0   GOODS-N   189.12095642   62.23929977   13349.28   10286.62   -1.0     0.2575   -99.0         -99.0         0.40001       0.031028      0.702     0.03319    -99.0     -99.0     1.0717    0.049374   -99.0     -99.0      0.94934   0.13469    1.0469    5.17          4.985     2.752     6.35          0.0          0       0            2           1          0           10           0            8            7.39    0.0   0.045082757283175325   
  56422   189.1210611   62.2145145   25.86    2.8389999982891823E-5    -2.3388888905628846E-6   0.055    19.9     19.0     62.21442561111111    14654.0   GOODS-N   189.12103271   62.21442795   13349.58   8794.43    -1.0     2.1287   0.99618       0.050851      1.0846        0.032466      0.39785   0.020337   -99.0     -99.0     1.0112    0.030288   1.3139    0.066214   1.4123    0.068826   1.1295    3.84          2.758     2.397     3.05          0.0          0       0            0           1          0           8            6            8            9.5     0.7   0.04838211916845116    
  52709   189.1211192   62.2076395   25.959   1.019000001178938E-5     4.381111111229075E-6     0.059    33.7     27.4     62.20755061111111    13181.0   GOODS-N   189.12110901   62.20754623   13348.19   8381.36    -1.0     0.4968   0.59413       0.053547      0.60635       0.037364      0.19161   0.020393   -99.0     -99.0     0.77052   0.035459   0.77452   0.068915   0.78038   0.067002   1.1495    3.5           2.617     2.232     2.9           0.0          0       0            2           1          0           6            5            6            8.1     0.0   0.023266394514421595   
  76411   189.1212782   62.2497795   25.35    -1.9702000000165754E-4   -6.524888888748137E-5    0.062    19.8     12.5     62.24969061111111    21898.0   GOODS-N   189.12147522   62.24975586   13333.94   10913.95   -1.0     1.7068   0.83068       0.055271      0.87493       0.025325      0.36231   0.03814    -99.0     -99.0     1.9348    0.05433    2.3904    0.15702    2.4857    0.1044     1.0521    3.67          8.215     3.015     7.49          0.0          2       0            0           1          0           14           5            14           9.76    1.2   0.40526712228381384    
  44172   189.121362    62.198196    22.711   8.850000000393266E-6     -1.5588888899742415E-6   0.011    158.0    157.0    62.19810711111111    11353.0   GOODS-N   189.12135315   62.19810867   13342.19   7815.11    0.5293   0.4726   2.2145        0.050478      2.5173        0.043828      4.2519    0.068735   -99.0     -99.0     9.4419    0.15034    9.5783    0.21555    10.75     0.31206    1.0127    3.71          8.836     7.288     10.9          0.0          0       0            0           1          0           4            11           4            9.0     0.2   0.015884407823033967   
  80690   189.1215002   62.2581339   25.899   9.720000008428542E-6     1.8891111110974634E-5    0.078    10.6     10.6     62.25804501111111    23605.0   GOODS-N   189.12149048   62.25802612   13332.7    11410.36   -1.0     1.4624   0.66705       0.054691      0.95005       0.025325      0.43376   0.023099   -99.0     -99.0     1.061     0.031509   1.1023    0.089224   1.5499    0.067927   1.0907    3.5           3.962     3.155     4.51          0.0          0       0            0           1          0           12           5            14           8.93    0.0   0.06993140456701451    
  73677   189.1215307   62.2446708   25.069   2.4959999990414872E-5    -5.028888885760807E-6    0.038    47.6     47.4     62.24458191111111    20884.0   GOODS-N   189.12150574   62.24458694   13333.67   10603.88   -1.0     0.7924   0.81189       0.050478      0.93191       0.025325      0.39598   0.020323   -99.0     -99.0     1.344     0.030486   1.2015    0.073747   1.3615    0.066406   1.0939    3.5           3.788     3.162     4.14          0.0          0       0            0           1          0           12           10           12           8.53    0.0   0.04559411866387187    
  87057   189.1215986   62.2686975   25.18    1.309999987597621E-6     2.3401111114651485E-5    0.043    37.4     23.6     62.26860861111111    25880.0   GOODS-N   189.12159729   62.26858521   13328.37   12043.84   -1.0     0.789    1.0471        0.051581      1.1908        0.025325      0.22042   0.025576   -99.0     -99.0     1.7856    0.035598   1.919     0.093329   2.1546    0.099643   1.057     4.53          4.039     3.694     4.98          0.0          0       0            0           1          0           11           6            12           8.96    0.1   0.08427257735762338    
  45202   189.1219151   62.1946453   25.912   2.78899999841542E-5      3.031111106110984E-6     0.075    22.0     18.4     62.19455641111111    10457.0   GOODS-N   189.12188721   62.19455338   13327.6    7601.8     -1.0     0.4326   0.48205       0.051794      0.4341        0.059854      0.33186   0.032827   -99.0     -99.0     0.84786   0.089756   0.94398   0.10013    0.83925   0.17861    1.0794    5.43          2.858     2.21      5.26          0.0          0       0            2           1          0           2            6            2            7.9     0.1   0.04808989609943491    
  87061   189.1219324   62.2720834   22.4     -5.80000005356851E-7     -1.028888888754409E-6    0.0090   253.0    247.0    62.27199451111111    25774.0   GOODS-N   189.12193298   62.27199554   13318.85   12248.39   -1.0     0.8546   26.537        0.051966      31.671        0.025325      2.6023    0.026387   -99.0     -99.0     41.765    0.035276   49.583    0.095859   58.421    0.26445    1.0       3.5           15.845    8.846     5.29          5.32         3       0            0           1          0           14           6            14           10.65   0.9   0.0038292840272551726  
  80089   189.1219863   62.2565596   25.717   7.540000012795645E-6     9.811111141289075E-7     0.067    23.6     23.5     62.25647071111111    23259.0   GOODS-N   189.12197876   62.25646973   13319.28   11316.89   -1.0     1.647    0.54033       0.053419      0.57656       0.025325      0.65072   0.023885   -99.0     -99.0     0.7693    0.032432   0.91628   0.089432   0.96526   0.0782     1.0767    4.36          3.543     2.94      4.65          0.0          0       0            2           1          0           12           5            12           8.54    0.0   0.013120277951721002   
  86216   189.122031    62.2705752   21.31    6.459999980279463E-6     -2.4288888837986633E-6   0.0050   599.0    498.0    62.270486311111114   25726.0   GOODS-N   189.12202454   62.27048874   13316.4    12157.96   -1.0     0.8722   39.971        0.05178       44.384        0.025325      8.2374    0.029691   -99.0     -99.0     74.299    0.039304   83.21     0.10642    91.221    0.21648    1.004     3.5           10.96     9.092     6.05          5.61         3       0            0           1          0           12           6            12           10.68   0.4   0.013912259131079708   
  86021   189.1220646   62.2665499   25.787   9.549999987257252E-6     8.221111109207868E-6     0.06     22.6     22.0     62.26646101111111    25379.0   GOODS-N   189.12205505   62.26645279   13315.95   11915.8    -1.0     0.9359   0.55163       0.050936      0.52069       0.025325      0.28047   0.019363   -99.0     -99.0     0.70951   0.026405   0.77148   0.070329   0.71894   0.059172   1.1133    3.78          2.922     2.814     3.63          0.0          0       0            2           1          0           14           6            14           8.36    0.0   0.03364363259335316    
  76318   189.1221064   62.2492673   25.956   5.570000013221943E-6     -1.4288888863234206E-6   0.063    21.6     18.5     62.24917841111111    21664.0   GOODS-N   189.12210083   62.24917984   13316.41   10879.33   -1.0     0.7466   0.3984        0.055168      0.43025       0.025325      0.31893   0.018231   -99.0     -99.0     0.61693   0.025969   0.548     0.074917   0.58427   0.05303    1.1313    3.89          3.007     2.093     3.18          0.0          0       0            2           1          0           14           5            14           7.96    0.1   0.010660007524604772   
  57364   189.1221461   62.2165791   25.45    1.4750000019603249E-5    2.5211111108092155E-5    0.059    19.9     19.9     62.21649021111111    15180.0   GOODS-N   189.12213135   62.216465     13318.73   8916.45    -1.0     1.914    0.70148       0.051481      0.76527       0.032659      0.76979   0.035083   -99.0     -99.0     1.4017    0.051833   1.6076    0.11648    1.7314    0.14189    1.0468    4.62          5.316     3.237     6.22          0.0          0       0            0           1          0           8            6            8            9.37    0.1   0.09407454677268515    
  89260   189.1223221   62.2729016   24.849   -2.2870000009334035E-5   -2.9698888894813535E-5   0.051    21.2     15.6     62.27281271111111    26739.0   GOODS-N   189.12234497   62.27284241   13307.21   12299.1    -1.0     0.6144   0.56105       0.051523      0.62593       0.025325      0.67893   0.036718   -99.0     -99.0     1.4947    0.048911   1.4535    0.13178    1.6009    0.1306     1.0338    5.85          4.754     3.07      7.59          0.0          2       0            0           1          0           12           6            12           8.21    0.6   0.11357101855246866    
  86644   189.122345    62.2681595   25.384   3.054999999108077E-5     3.911111150500801E-7     0.057    26.3     23.5     62.26807061111111    25783.0   GOODS-N   189.12231445   62.26807022   13308.66   12012.85   -1.0     0.8675   1.029         0.05109       1.137         0.025325      0.23157   0.034489   -99.0     -99.0     2.1475    0.044791   2.4411    0.11966    2.663     0.12548    1.0364    4.84          4.717     4.21      6.56          0.0          2       0            0           1          0           12           6            12           9.14    0.1   0.05119695018878196    
  52047   189.1223458   62.2064322   25.719   3.1350000000429645E-5    -1.2888888889506234E-6   0.052    41.6     25.5     62.20634331111111    12882.0   GOODS-N   189.12231445   62.2063446    13314.53   8309.24    -1.0     0.47     0.3063        0.055864      0.45115       0.038674      0.35465   0.023503   -99.0     -99.0     0.63425   0.039762   0.45683   0.082257   0.66429   0.086325   1.1212    4.25          3.006     1.981     3.61          0.0          0       0            2           1          0           6            5            6            7.58    0.1   0.052829501463333275   
  83647   189.1224614   62.2625209   23.809   9.61999998594365E-6      2.2801111107639827E-5    0.015    83.4     83.2     62.26243201111111    24531.0   GOODS-N   189.12245178   62.26240921   13305.12   11673.25   -1.0     0.2723   4.9648        0.053891      4.9319        0.02668       1.2529    0.017233   -99.0     -99.0     5.7679    0.023904   6.0223    0.064538   5.9062    0.052462   1.1395    3.5           2.632     2.627     2.22          2.73         2       0            1           0          0           12           5            12           8.9     0.0   0.08365159687174253    
  87484   189.1225524   62.2701806   22.38    9.069999975963583E-6     3.5111111174046528E-6    0.0080   363.0    178.0    62.270091711111114   25784.0   GOODS-N   189.12254333   62.2700882    13301.94   12133.94   -1.0     0.8755   15.162        0.053771      17.708        0.025325      2.6806    0.033382   -99.0     -99.0     31.522    0.045129   36.241    0.12689    41.788    0.17985    1.0129    3.5           11.613    6.202     6.97          5.73         3       0            0           1          0           12           6            12           10.41   0.3   0.019763609417375306   
  82144   189.1226378   62.2603925   25.114   3.343000000199936E-5     1.1111111319905831E-7    0.041    24.2     23.7     62.26030361111111    24098.0   GOODS-N   189.12260437   62.2603035    13301.22   11546.82   -1.0     0.7199   0.62793       0.053529      0.66401       0.025325      0.43715   0.023084   -99.0     -99.0     1.0827    0.031196   1.0292    0.086619   1.0745    0.063382   1.1012    3.5           3.798     2.885     4.32          0.0          0       0            0           1          0           12           5            13           8.26    0.1   0.05601805035679945    
